date,open,low,high,close,volume
2017-05-18,"1,873","1,826.17","2,247.95","2,190","4,856.38099874"
2017-05-19,"2,160.3","2,120.11","2,879.37","2,620.02","6,286.39965039"
2017-05-20,"2,699.5","2,463.06","2,699.5","2,550","2,220.76431377"
2017-05-21,"2,550","2,500.03","3,099","3,060","3,454.23020505"
2017-05-22,"3,060","3,000.01","4,500","3,648.99","12,187.70510179"
2017-05-23,"3,648","3,400","4,098.98","4,011","5,572.20389597"
2017-05-24,"4,089","4,000.01","4,799.99","4,420","8,246.10907011"
2017-05-25,"4,220.23","3,800","4,699","3,979.98","6,901.02778031"
2017-05-26,"3,979.97","2,828.36","4,099.99","3,015.02","7,488.86193193"
2017-05-27,"3,015.02","2,650","3,419.99","3,375","5,630.47602226"
2017-05-28,"3,375","3,251","3,750","3,574.99","2,471.271969"
2017-05-29,"3,465.5","3,445.01","4,200","4,060.07","4,061.39895348"
2017-05-30,"4,154.98","4,000","4,579.99","4,468.92","5,683.82372905"
2017-05-31,"4,400","4,200","4,550","4,424.99","2,913.31872309"
2017-06-01,"4,334.05","4,005","4,499.99","4,328","3,648.20739279"
2017-06-02,"4,310","4,180","4,355","4,251.53","1,823.58931229"
2017-06-03,"4,324.48","4,120.65","4,429.99","4,303","1,646.98494639"
2017-06-04,"4,374","4,300","4,643.97","4,427.06","3,016.80530883"
2017-06-05,"4,459.5","4,411","4,749","4,733","2,932.32372071"
2017-06-06,"4,735","4,681","5,100","4,950.06","4,004.97845376"
2017-06-07,"5,049.97","4,800","5,090","4,851","2,941.65550636"
2017-06-08,"4,850.1","4,707","4,973","4,968.99","2,668.97492123"
2017-06-09,"4,891.07","4,890.02","5,305","5,300","3,318.91365551"
2017-06-10,"5,250","5,250","6,500","6,300","7,262.02973921"
2017-06-11,"6,290","6,000","6,424.98","6,326.99","2,670.18510867"
2017-06-12,"6,280","6,280","7,800","7,489.99","13,275.68889339"
2017-06-13,"7,457.45","7,053","7,850","7,380.01","5,270.96207081"
2017-06-14,"7,385","6,300","7,595","6,660","7,350.67407597"
2017-06-15,"6,645.99","4,900.01","6,809.99","6,644","11,352.72035362"
2017-06-16,"6,650","6,523.01","6,975","6,799.98","3,084.84318676"
2017-06-17,"6,799.99","6,692.51","6,971","6,900",792.65471419
2017-06-18,"6,970","6,544.09","6,972","6,630.05","1,051.17053508"
2017-06-19,"6,739.98","6,524.04","6,747.94","6,710","1,316.82084848"
2017-06-20,"6,710","6,189","6,789.63","6,529.93","3,333.03997145"
2017-06-21,"6,529.92","5,601","6,529.92","5,900","5,298.03598876"
2017-06-22,"6,049.83","5,800","6,198.99","5,939","2,205.78064123"
2017-06-23,"5,939","5,858.51","6,059.99","6,058","1,544.25430004"
2017-06-24,"6,000","5,000","6,060","5,470","3,720.95754955"
2017-06-25,"5,469.99","4,500","5,549.99","5,172","4,379.05664263"
2017-06-26,"5,250","3,650","5,250","4,552.02","11,115.57107642"
2017-06-27,"4,599","3,000","4,950","4,651.59","8,709.64552547"
2017-06-28,"4,651.65","4,650","5,900","5,823.78","5,143.49676905"
2017-06-29,"5,700.01","5,165.01","5,855","5,439.96","3,427.34509135"
2017-06-30,"5,440","5,001","5,575","5,040","2,165.32506594"
2017-07-01,"5,040","4,610","5,250","4,692","1,988.99685462"
2017-07-02,"4,690.01","4,671.75","5,592.81","5,098.01","1,695.57464489"
2017-07-03,"5,178","5,005.51","5,300","5,088.55","1,314.1732897"
2017-07-04,"5,080","4,890","5,289.99","5,020","1,721.91508255"
2017-07-05,"5,020","4,750","5,093.83","4,950","1,823.19733832"
2017-07-06,"4,871.79","4,789.63","5,093.83","4,910","1,046.60405446"
2017-07-07,"4,862.55","4,200.03","4,949","4,490","2,728.91301163"
2017-07-08,"4,425.01","4,300","4,579.89","4,530",753.6436406
